time,pm2_5,pm10,co,no,no2,o3,so2,nh3,ow_aqi_scale,aqi,hour,day_of_week,month,day_of_year,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_weekend,pm2_5_lag1h,pm2_5_lag3h,pm2_5_lag6h,pm2_5_lag12h,pm2_5_lag24h,pm2_5_lag48h,pm2_5_lag72h,pm10_lag1h,pm10_lag3h,pm10_lag6h,pm10_lag12h,pm10_lag24h,pm10_lag48h,pm10_lag72h,co_lag1h,co_lag3h,co_lag6h,co_lag12h,co_lag24h,co_lag48h,co_lag72h,no2_lag1h,no2_lag3h,no2_lag6h,no2_lag12h,no2_lag24h,no2_lag48h,no2_lag72h,o3_lag1h,o3_lag3h,o3_lag6h,o3_lag12h,o3_lag24h,o3_lag48h,o3_lag72h,so2_lag1h,so2_lag3h,so2_lag6h,so2_lag12h,so2_lag24h,so2_lag48h,so2_lag72h,aqi_lag1h,aqi_lag3h,aqi_lag6h,aqi_lag12h,aqi_lag24h,aqi_lag48h,aqi_lag72h,pm2_5_roll6h_mean,pm2_5_roll6h_std,pm2_5_roll6h_max,pm2_5_roll12h_mean,pm2_5_roll12h_std,pm2_5_roll12h_max,pm2_5_roll24h_mean,pm2_5_roll24h_std,pm2_5_roll24h_max,pm2_5_roll48h_mean,pm2_5_roll48h_std,pm2_5_roll48h_max,pm10_roll6h_mean,pm10_roll6h_std,pm10_roll6h_max,pm10_roll12h_mean,pm10_roll12h_std,pm10_roll12h_max,pm10_roll24h_mean,pm10_roll24h_std,pm10_roll24h_max,pm10_roll48h_mean,pm10_roll48h_std,pm10_roll48h_max,co_roll6h_mean,co_roll6h_std,co_roll6h_max,co_roll12h_mean,co_roll12h_std,co_roll12h_max,co_roll24h_mean,co_roll24h_std,co_roll24h_max,co_roll48h_mean,co_roll48h_std,co_roll48h_max,no2_roll6h_mean,no2_roll6h_std,no2_roll6h_max,no2_roll12h_mean,no2_roll12h_std,no2_roll12h_max,no2_roll24h_mean,no2_roll24h_std,no2_roll24h_max,no2_roll48h_mean,no2_roll48h_std,no2_roll48h_max,o3_roll6h_mean,o3_roll6h_std,o3_roll6h_max,o3_roll12h_mean,o3_roll12h_std,o3_roll12h_max,o3_roll24h_mean,o3_roll24h_std,o3_roll24h_max,o3_roll48h_mean,o3_roll48h_std,o3_roll48h_max,so2_roll6h_mean,so2_roll6h_std,so2_roll6h_max,so2_roll12h_mean,so2_roll12h_std,so2_roll12h_max,so2_roll24h_mean,so2_roll24h_std,so2_roll24h_max,so2_roll48h_mean,so2_roll48h_std,so2_roll48h_max,aqi_roll6h_mean,aqi_roll6h_std,aqi_roll6h_max,aqi_roll12h_mean,aqi_roll12h_std,aqi_roll12h_max,aqi_roll24h_mean,aqi_roll24h_std,aqi_roll24h_max,aqi_roll48h_mean,aqi_roll48h_std,aqi_roll48h_max,aqi_change_rate,aqi_next_24h
2026-04-29 10:00:00+00:00,33.95,79.17,121.92,0.01,0.06,78.2,0.5,0.0,3.0,96.95064377682405,10,2,4,119,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.95,,33.95,33.95,,33.95,33.95,,33.95,33.95,,33.95,79.17,,79.17,79.17,,79.17,79.17,,79.17,79.17,,79.17,121.92,,121.92,121.92,,121.92,121.92,,121.92,121.92,,121.92,0.06,,0.06,0.06,,0.06,0.06,,0.06,0.06,,0.06,78.2,,78.2,78.2,,78.2,78.2,,78.2,78.2,,78.2,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.5,,0.5,96.95064377682405,,96.95064377682405,96.95064377682405,,96.95064377682405,96.95064377682405,,96.95064377682405,96.95064377682405,,96.95064377682405,,99.1167381974249
2026-04-29 11:00:00+00:00,32.67,74.23,120.82,0.01,0.06,78.97,0.5,0.0,3.0,94.25879828326181,11,2,4,119,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,33.95,,,,,,,79.17,,,,,,,121.92,,,,,,,0.06,,,,,,,78.2,,,,,,,0.5,,,,,,,96.95064377682405,,,,,,,33.31,0.9050966799187816,33.95,33.31,0.9050966799187816,33.95,33.31,0.9050966799187816,33.95,33.31,0.9050966799187816,33.95,76.7,3.493107499061543,79.17,76.7,3.493107499061543,79.17,76.7,3.493107499061543,79.17,76.7,3.493107499061543,79.17,121.37,0.7778174593052133,121.92,121.37,0.7778174593052133,121.92,121.37,0.7778174593052133,121.92,121.37,0.7778174593052133,121.92,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.06,0.06,0.0,0.06,78.58500000000001,0.5444722215136337,78.97,78.58500000000001,0.5444722215136337,78.97,78.58500000000001,0.5444722215136337,78.97,78.58500000000001,0.5444722215136337,78.97,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,95.60472103004292,1.9034222024043044,96.95064377682405,95.60472103004292,1.9034222024043044,96.95064377682405,95.60472103004292,1.9034222024043044,96.95064377682405,95.60472103004292,1.9034222024043044,96.95064377682405,-2.6918454935622407,98.42274678111588
2026-04-29 12:00:00+00:00,31.47,70.84,119.7,0.01,0.08,79.86,0.5,0.0,3.0,91.7351931330472,12,2,4,119,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,32.67,,,,,,,74.23,,,,,,,120.82,,,,,,,0.06,,,,,,,78.97,,,,,,,0.5,,,,,,,94.25879828326181,,,,,,,32.696666666666665,1.2402150351182395,33.95,32.696666666666665,1.2402150351182395,33.95,32.696666666666665,1.2402150351182395,33.95,32.696666666666665,1.2402150351182395,33.95,74.74666666666667,4.188965663900019,79.17,74.74666666666667,4.188965663900019,79.17,74.74666666666667,4.188965663900019,79.17,74.74666666666667,4.188965663900019,79.17,120.81333333333333,1.110015014913465,121.92,120.81333333333333,1.110015014913465,121.92,120.81333333333333,1.110015014913465,121.92,120.81333333333333,1.110015014913465,121.92,0.06666666666666667,0.011547005383792518,0.08,0.06666666666666667,0.011547005383792518,0.08,0.06666666666666667,0.011547005383792518,0.08,0.06666666666666667,0.011547005383792518,0.08,79.01,0.8307225770375983,79.86,79.01,0.8307225770375983,79.86,79.01,0.8307225770375983,79.86,79.01,0.8307225770375983,79.86,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,94.31487839771103,2.6081775416649693,96.95064377682405,94.31487839771103,2.6081775416649693,96.95064377682405,94.31487839771103,2.6081775416649693,96.95064377682405,94.31487839771103,2.6081775416649693,96.95064377682405,-2.523605150214607,98.54892703862662
2026-04-29 13:00:00+00:00,30.57,68.95,119.0,0.01,0.1,81.19,0.52,0.0,3.0,89.84248927038627,13,2,4,119,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,31.47,33.95,,,,,,70.84,79.17,,,,,,119.7,121.92,,,,,,0.08,0.06,,,,,,79.86,78.2,,,,,,0.5,0.5,,,,,,91.7351931330472,96.95064377682405,,,,,,32.165,1.4683664392786973,33.95,32.165,1.4683664392786973,33.95,32.165,1.4683664392786973,33.95,32.165,1.4683664392786973,33.95,73.2975,4.483149004884846,79.17,73.2975,4.483149004884846,79.17,73.2975,4.483149004884846,79.17,73.2975,4.483149004884846,79.17,120.36,1.2819776389105508,121.92,120.36,1.2819776389105508,121.92,120.36,1.2819776389105508,121.92,120.36,1.2819776389105508,121.92,0.075,0.019148542155126767,0.1,0.075,0.019148542155126767,0.1,0.075,0.019148542155126767,0.1,0.075,0.019148542155126767,0.1,79.555,1.2838094354952563,81.19,79.555,1.2838094354952563,81.19,79.555,1.2838094354952563,81.19,79.555,1.2838094354952563,81.19,0.505,0.010000000000000009,0.52,0.505,0.010000000000000009,0.52,0.505,0.010000000000000009,0.52,0.505,0.010000000000000009,0.52,93.19678111587983,3.0879809238049876,96.95064377682405,93.19678111587983,3.0879809238049876,96.95064377682405,93.19678111587983,3.0879809238049876,96.95064377682405,93.19678111587983,3.0879809238049876,96.95064377682405,-1.8927038626609374,99.64248927038626
2026-04-29 14:00:00+00:00,29.91,67.82,118.17,0.0,0.14,82.64,0.56,0.0,3.0,88.45450643776826,14,2,4,119,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,30.57,32.67,,,,,,68.95,74.23,,,,,,119.0,120.82,,,,,,0.1,0.06,,,,,,81.19,78.97,,,,,,0.52,0.5,,,,,,89.84248927038627,94.25879828326181,,,,,,31.714,1.622984904427641,33.95,31.714,1.622984904427641,33.95,31.714,1.622984904427641,33.95,31.714,1.622984904427641,33.95,72.202,4.5907047389262585,79.17,72.202,4.5907047389262585,79.17,72.202,4.5907047389262585,79.17,72.202,4.5907047389262585,79.17,119.922,1.4804796520047139,121.92,119.922,1.4804796520047139,121.92,119.922,1.4804796520047139,121.92,119.922,1.4804796520047139,121.92,0.088,0.03346640106136303,0.14,0.088,0.03346640106136303,0.14,0.088,0.03346640106136303,0.14,0.088,0.03346640106136303,0.14,80.172,1.7718831789934613,82.64,80.172,1.7718831789934613,82.64,80.172,1.7718831789934613,82.64,80.172,1.7718831789934613,82.64,0.516,0.026076809620810618,0.56,0.516,0.026076809620810618,0.56,0.516,0.026076809620810618,0.56,0.516,0.026076809620810618,0.56,92.24832618025752,3.4131442196117754,96.95064377682405,92.24832618025752,3.4131442196117754,96.95064377682405,92.24832618025752,3.4131442196117754,96.95064377682405,92.24832618025752,3.4131442196117754,96.95064377682405,-1.3879828326180075,101.98492462311557
2026-04-29 15:00:00+00:00,29.63,67.48,117.76,0.0,0.15,84.89,0.63,0.0,3.0,87.86566523605151,15,2,4,119,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,29.91,31.47,,,,,,67.82,70.84,,,,,,118.17,119.7,,,,,,0.14,0.08,,,,,,82.64,79.86,,,,,,0.56,0.5,,,,,,88.45450643776826,91.7351931330472,,,,,,31.366666666666664,1.682589274501257,33.95,31.366666666666664,1.682589274501257,33.95,31.366666666666664,1.682589274501257,33.95,31.366666666666664,1.682589274501257,33.95,71.415,4.536063271163663,79.17,71.415,4.536063271163663,79.17,71.415,4.536063271163663,79.17,71.415,4.536063271163663,79.17,119.56166666666667,1.5913819989765692,121.92,119.56166666666667,1.5913819989765692,121.92,119.56166666666667,1.5913819989765692,121.92,119.56166666666667,1.5913819989765692,121.92,0.09833333333333333,0.03920034013457877,0.15,0.09833333333333333,0.03920034013457877,0.15,0.09833333333333333,0.03920034013457877,0.15,0.09833333333333333,0.03920034013457877,0.15,80.95833333333333,2.4943088555082005,84.89,80.95833333333333,2.4943088555082005,84.89,80.95833333333333,2.4943088555082005,84.89,80.95833333333333,2.4943088555082005,84.89,0.535,0.05205766033928148,0.63,0.535,0.05205766033928148,0.63,0.535,0.05205766033928148,0.63,0.535,0.05205766033928148,0.63,91.51788268955652,3.538492465689336,96.95064377682405,91.51788268955652,3.538492465689336,96.95064377682405,91.51788268955652,3.538492465689336,96.95064377682405,91.51788268955652,3.538492465689336,96.95064377682405,-0.5888412017167468,103.48693467336683
2026-04-29 16:00:00+00:00,29.88,68.66,117.23,0.0,0.16,87.54,0.71,0.0,3.0,88.39141630901288,16,2,4,119,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,29.63,30.57,33.95,,,,,67.48,68.95,79.17,,,,,117.76,119.0,121.92,,,,,0.15,0.1,0.06,,,,,84.89,81.19,78.2,,,,,0.63,0.52,0.5,,,,,87.86566523605151,89.84248927038627,96.95064377682405,,,,,30.688333333333336,1.1773940150462228,32.67,31.154285714285717,1.6355412676222016,33.95,31.154285714285717,1.6355412676222016,33.95,31.154285714285717,1.6355412676222016,33.95,69.66333333333334,2.5266314861227026,74.23,71.02142857142857,4.2697596675981195,79.17,71.02142857142857,4.2697596675981195,79.17,71.02142857142857,4.2697596675981195,79.17,118.78000000000002,1.332021020855149,120.82,119.22857142857143,1.6991412396798993,121.92,119.22857142857143,1.6991412396798993,121.92,119.22857142857143,1.6991412396798993,121.92,0.115,0.040865633483405106,0.16,0.10714285714285714,0.04270608298368658,0.16,0.10714285714285714,0.04270608298368658,0.16,0.10714285714285714,0.04270608298368658,0.16,82.515,3.233529031878323,87.54,81.89857142857143,3.3723850539908558,87.54,81.89857142857143,3.3723850539908558,87.54,81.89857142857143,3.3723850539908558,87.54,0.57,0.08438009243891591,0.71,0.5599999999999999,0.08144527815247074,0.71,0.5599999999999999,0.08144527815247074,0.71,0.5599999999999999,0.08144527815247074,0.71,90.09134477825467,2.476064666835398,94.25879828326181,91.07124463519314,3.439550305299907,96.95064377682405,91.07124463519314,3.439550305299907,96.95064377682405,91.07124463519314,3.439550305299907,96.95064377682405,0.5257510729613699,104.2994974874372
2026-04-29 17:00:00+00:00,30.85,71.52,117.36,0.0,0.16,90.68,0.79,0.0,3.0,90.43133047210301,17,2,4,119,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,29.88,29.91,32.67,,,,,68.66,67.82,74.23,,,,,117.23,118.17,120.82,,,,,0.16,0.14,0.06,,,,,87.54,82.64,78.97,,,,,0.71,0.56,0.5,,,,,88.39141630901288,88.45450643776826,94.25879828326181,,,,,30.385,0.7040383512281104,31.47,31.11625,1.5180338552595873,33.95,31.11625,1.5180338552595873,33.95,31.11625,1.5180338552595873,33.95,69.21166666666666,1.630219821578242,71.52,71.08375,3.956957480186006,79.17,71.08375,3.956957480186006,79.17,71.08375,3.956957480186006,79.17,118.20333333333333,0.9727212687438611,119.7,118.995,1.7061904097391092,121.92,118.995,1.7061904097391092,121.92,118.995,1.7061904097391092,121.92,0.13166666666666668,0.033714487489307436,0.16,0.11375,0.04373213921133976,0.16,0.11375,0.04373213921133976,0.16,0.11375,0.04373213921133976,0.16,84.46666666666667,4.087168539058138,90.68,82.99625,4.403118821601661,90.68,82.99625,4.403118821601661,90.68,82.99625,4.403118821601661,90.68,0.6183333333333333,0.11409060726749883,0.79,0.58875,0.11089731415013747,0.79,0.58875,0.11089731415013747,0.79,0.58875,0.11089731415013747,0.79,89.45343347639486,1.4805956742565387,91.7351931330472,90.99125536480688,3.1924317127776707,96.95064377682405,90.99125536480688,3.1924317127776707,96.95064377682405,90.99125536480688,3.1924317127776707,96.95064377682405,2.039914163090131,104.69346733668341
2026-04-29 18:00:00+00:00,32.45,75.8,117.78,0.0,0.15,93.61,0.86,0.0,3.0,93.7961373390558,18,2,4,119,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,30.85,29.63,31.47,,,,,71.52,67.48,70.84,,,,,117.36,117.76,119.7,,,,,0.16,0.15,0.08,,,,,90.68,84.89,79.86,,,,,0.79,0.63,0.5,,,,,90.43133047210301,87.86566523605151,91.7351931330472,,,,,30.548333333333336,1.039738749237839,32.45,31.264444444444443,1.4879609463214343,33.95,31.264444444444443,1.4879609463214343,33.95,31.264444444444443,1.4879609463214343,33.95,70.03833333333334,3.160458300099306,75.8,71.60777777777778,4.021413861373193,79.17,71.60777777777778,4.021413861373193,79.17,71.60777777777778,4.021413861373193,79.17,117.88333333333333,0.6412071948026343,119.0,118.86,1.6465797885313653,121.92,118.86,1.6465797885313653,121.92,118.86,1.6465797885313653,121.92,0.14333333333333334,0.02250925735484554,0.16,0.11777777777777779,0.0426549463068991,0.16,0.11777777777777779,0.0426549463068991,0.16,0.11777777777777779,0.0426549463068991,0.16,86.75833333333334,4.783168057539544,93.61,84.17555555555556,5.429629616997616,93.61,84.17555555555556,5.429629616997616,93.61,84.17555555555556,5.429629616997616,93.61,0.6783333333333333,0.13257702163899535,0.86,0.6188888888888889,0.13760854301645337,0.86,0.6188888888888889,0.13760854301645337,0.86,0.6188888888888889,0.13760854301645337,0.86,89.79692417739629,2.186575052045233,93.7961373390558,91.3029089175012,3.129188256212456,96.95064377682405,91.3029089175012,3.129188256212456,96.95064377682405,91.3029089175012,3.129188256212456,96.95064377682405,3.36480686695279,104.69346733668341
2026-04-29 19:00:00+00:00,34.29,80.76,118.09,0.0,0.15,95.72,0.89,0.0,3.0,97.6656652360515,19,2,4,119,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.0,32.45,29.88,30.57,,,,,75.8,68.66,68.95,,,,,117.78,117.23,119.0,,,,,0.15,0.16,0.1,,,,,93.61,87.54,81.19,,,,,0.86,0.71,0.52,,,,,93.7961373390558,88.39141630901288,89.84248927038627,,,,,31.168333333333337,1.8492421871314393,34.29,31.567,1.698064584558942,34.29,31.567,1.698064584558942,34.29,31.567,1.698064584558942,34.29,72.00666666666667,5.300304393774631,80.76,72.523,4.769824245539178,80.76,72.523,4.769824245539178,80.76,72.523,4.769824245539178,80.76,117.73166666666667,0.3777521233119164,118.17,118.78299999999999,1.5713903963616977,121.92,118.78299999999999,1.5713903963616977,121.92,118.78299999999999,1.5713903963616977,121.92,0.15166666666666664,0.007527726527090934,0.16,0.121,0.04148627617792553,0.16,0.121,0.04148627617792553,0.16,0.121,0.04148627617792553,0.16,89.17999999999999,5.069749500714989,95.72,85.33,6.287499061188344,95.72,85.33,6.287499061188344,95.72,85.33,6.287499061188344,95.72,0.7400000000000001,0.13023056476879746,0.89,0.646,0.15550634142124947,0.89,0.646,0.15550634142124947,0.89,0.646,0.15550634142124947,0.89,91.10078683834051,3.8889642561991393,97.6656652360515,91.93918454935623,3.571037109158287,97.6656652360515,91.93918454935623,3.571037109158287,97.6656652360515,91.93918454935623,3.571037109158287,97.6656652360515,3.8695278969956917,104.17638190954774
